"Municipality ID","Municipality","Year","GINI","Income Rate"
7033,"Francisco León",2010,0.349453002214432,0.121073000133038
7033,"Francisco León",2015,0.357358992099762,0.0877330005168915
7034,"Frontera Comalapa",2010,0.452147006988525,0.104344002902508
7034,"Frontera Comalapa",2015,0.415892988443375,0.118009001016617
7035,"Frontera Hidalgo",2010,0.445811986923218,0.129455000162125
7035,"Frontera Hidalgo",2015,0.38476100564003,0.147438004612923
7036,"La Grandeza",2010,0.480201005935669,0.0830240026116371
7036,"La Grandeza",2015,0.405797988176346,0.121100999414921
7037,"Huehuetán",2010,0.433320999145508,0.157964006066322
7037,"Huehuetán",2015,0.38391101360321,0.145521000027657
7038,"Huixtán",2010,0.380144000053406,0.102346003055573
7038,"Huixtán",2015,0.38730201125145,0.109157003462315
7039,"Huitiupán",2010,0.402990013360977,0.0958990007638931
7039,"Huitiupán",2015,0.422481000423431,0.0891669988632202
7040,"Huixtla",2010,0.421290010213852,0.141758993268013
7040,"Huixtla",2015,0.425812989473343,0.141402006149292
7041,"La Independencia",2010,0.452138990163803,0.0933910012245178
7041,"La Independencia",2015,0.359712988138199,0.134874001145363
7042,"Ixhuatán",2010,0.43250098824501,0.105267003178596
7042,"Ixhuatán",2015,0.396212011575699,0.106007002294064
7043,"Ixtacomitán",2010,0.419178992509842,0.123593002557755
7043,"Ixtacomitán",2015,0.42603999376297,0.128707006573677
7044,"Ixtapa",2010,0.470297008752823,0.102445997297764
7044,"Ixtapa",2015,0.53038102388382,0.0759439989924431
7045,"Ixtapangajoya",2010,0.394174009561539,0.114491000771523
7045,"Ixtapangajoya",2015,0.34654700756073,0.176094993948936
7046,"Jiquipilas",2010,0.430606007575989,0.120973996818066
7046,"Jiquipilas",2015,0.409631013870239,0.128204002976418
7047,"Jitotol",2010,0.523241996765137,0.0754790008068085
7047,"Jitotol",2015,0.47749000787735,0.0864899978041649
7048,"Juárez",2010,0.397684007883072,0.13051800429821
7048,"Juárez",2015,0.388092011213303,0.128052994608879
7049,"Larráinzar",2010,0.403423994779587,0.103478997945786
7049,"Larráinzar",2015,0.390720993280411,0.10564299672842
7050,"La Libertad",2010,0.45864400267601,0.0881540030241013
7050,"La Libertad",2015,0.362951010465622,0.12772299349308
7051,"Mapastepec",2010,0.42731100320816,0.114541001617908
7051,"Mapastepec",2015,0.382061004638672,0.142471998929977
7052,"Las Margaritas",2010,0.497090011835098,0.0789920017123222
7052,"Las Margaritas",2015,0.450543999671936,0.0817980021238327
7053,"Mazapa de Madero",2010,0.491241991519928,0.0806370005011559
7053,"Mazapa de Madero",2015,0.409433007240295,0.135092005133629
7054,"Mazatán",2010,0.419791996479034,0.14342500269413
7054,"Mazatán",2015,0.388480991125107,0.140434995293617
7055,"Metapa",2010,0.438926994800568,0.128473997116089
7055,"Metapa",2015,0.425242006778717,0.142379000782967
7056,"Mitontic",2010,0.346363008022308,0.0872220024466515
7056,"Mitontic",2015,0.411105006933212,0.137520000338554
7057,"Motozintla",2010,0.468095004558563,0.114670000970364
7057,"Motozintla",2015,0.441296994686127,0.108379997313023
7058,"Nicolás Ruíz",2010,0.535211026668549,0.0918480008840561
7058,"Nicolás Ruíz",2015,0.397228002548218,0.103426001966
7059,"Ocosingo",2010,0.52240002155304,0.0882610008120537
7059,"Ocosingo",2015,0.496785014867783,0.0880599990487099
7060,"Ocotepec",2010,0.437115013599396,0.101021997630596
7060,"Ocotepec",2015,0.413141995668411,0.111951999366283
7061,"Ocozocoautla de Espinosa",2010,0.418886989355087,0.126376003026962
7061,"Ocozocoautla de Espinosa",2015,0.453418999910355,0.119342997670174
7062,"Ostuacán",2010,0.431262999773026,0.108212999999523
7062,"Ostuacán",2015,0.361357986927032,0.159173995256424
7063,"Osumacinta",2010,0.456129014492035,0.137044996023178
7063,"Osumacinta",2015,0.400808990001678,0.179721996188164
7064,"Oxchuc",2010,0.415639013051987,0.0944710001349449
7064,"Oxchuc",2015,0.465052992105484,0.0705569982528687
7065,"Palenque",2010,0.493108987808228,0.0872519984841347
7065,"Palenque",2015,0.479344993829727,0.10385300219059
7066,"Pantelhó",2010,0.433106005191803,0.10317999869585
7066,"Pantelhó",2015,0.465209990739822,0.0717889964580536
7067,"Pantepec",2010,0.40303298830986,0.109535001218319
7067,"Pantepec",2015,0.384324997663498,0.114427998661995
7068,"Pichucalco",2010,0.446364998817444,0.110812000930309
7068,"Pichucalco",2015,0.41915500164032,0.124872997403145
7069,"Pijijiapan",2010,0.410535991191864,0.106201998889446
7069,"Pijijiapan",2015,0.375519007444382,0.133073002099991
7070,"El Porvenir",2010,0.421615988016129,0.137005001306534
7070,"El Porvenir",2015,0.383354991674423,0.119682997465134
7071,"Villa Comaltitlán",2010,0.404179990291595,0.123741999268532
7071,"Villa Comaltitlán",2015,0.342714011669159,0.1630489975214
7072,"Pueblo Nuevo Solistahuacán",2010,0.54558402299881,0.0665799975395203
7072,"Pueblo Nuevo Solistahuacán",2015,0.483909010887146,0.0748680010437965
7073,"Rayón",2010,0.495380014181137,0.0888290032744408
7073,"Rayón",2015,0.450545012950897,0.0985789969563484
7074,"Reforma",2010,0.418745011091232,0.133711993694305
7074,"Reforma",2015,0.435357004404068,0.130463004112244
7075,"Las Rosas",2010,0.46508601307869,0.105691000819206
7075,"Las Rosas",2015,0.434082001447678,0.107634998857975
7076,"Sabanilla",2010,0.371663987636566,0.141282007098198
7076,"Sabanilla",2015,0.394593000411987,0.0989409983158112
7077,"Salto de Agua",2010,0.40387099981308,0.0902419984340668
7077,"Salto de Agua",2015,0.416974991559982,0.108663000166416
7078,"San Cristóbal de las Casas",2010,0.513463020324707,0.093080997467041
7078,"San Cristóbal de las Casas",2015,0.472555011510849,0.119039997458458
7079,"San Fernando",2010,0.418889999389648,0.161724001169205
7079,"San Fernando",2015,0.401356011629105,0.152419000864029
7080,"Siltepec",2010,0.438944011926651,0.0825800001621246
7080,"Siltepec",2015,0.406226992607117,0.0886579975485802
7081,"Simojovel",2010,0.494855999946594,0.0830750018358231
7081,"Simojovel",2015,0.477346003055573,0.0802180022001266
7082,"Sitalá",2010,0.391090989112854,0.1075100004673
7082,"Sitalá",2015,0.419775009155273,0.120444998145103
7083,"Socoltenango",2010,0.429325014352798,0.125200003385544
7083,"Socoltenango",2015,0.366488993167877,0.125287994742393
7084,"Solosuchiapa",2010,0.426907002925873,0.0845569968223572
7084,"Solosuchiapa",2015,0.374204009771347,0.135738998651505
7085,"Soyaló",2010,0.410264998674393,0.126967996358871
7085,"Soyaló",2015,0.408086001873016,0.13085900247097
7086,"Suchiapa",2010,0.431003987789154,0.138194993138313
7086,"Suchiapa",2015,0.41457399725914,0.140148997306824
7087,"Suchiate",2010,0.40310201048851,0.146427005529404
7087,"Suchiate",2015,0.367682009935379,0.156772002577782
7088,"Sunuapa",2010,0.431991994380951,0.085267998278141
7088,"Sunuapa",2015,0.341910004615784,0.17331999540329
7089,"Tapachula",2010,0.447306990623474,0.116656996309757
7089,"Tapachula",2015,0.430949002504349,0.139038994908333
7090,"Tapalapa",2010,0.466470003128052,0.0898120030760765
7090,"Tapalapa",2015,0.391611993312836,0.140408992767334
7091,"Tapilula",2010,0.435772001743317,0.121670998632908
7091,"Tapilula",2015,0.420502007007599,0.116417996585369
7092,"Tecpatán",2010,0.41550999879837,0.0970209985971451
7092,"Tecpatán",2015,0.415271013975143,0.112070001661777
7093,"Tenejapa",2010,0.365855008363724,0.13484700024128
7093,"Tenejapa",2015,0.37406599521637,0.160988003015518
7094,"Teopisca",2010,0.46416899561882,0.107804000377655
7094,"Teopisca",2015,0.420085996389389,0.107816003262997
7096,"Tila",2010,0.456919997930527,0.0678199976682663
7096,"Tila",2015,0.429194003343582,0.084305003285408
7097,"Tonalá",2010,0.425083994865417,0.125714004039764
7097,"Tonalá",2015,0.39997398853302,0.134808003902435
7098,"Totolapa",2010,0.442963987588882,0.130061000585556
7098,"Totolapa",2015,0.384723007678986,0.13696700334549
7099,"La Trinitaria",2010,0.476092010736465,0.0942950025200844
7099,"La Trinitaria",2015,0.387549012899399,0.117459997534752
7100,"Tumbalá",2010,0.396717995405197,0.0885640010237694
7100,"Tumbalá",2015,0.386945009231567,0.0920360013842583
7101,"Tuxtla Gutiérrez",2010,0.434489995241165,0.130373001098633
7101,"Tuxtla Gutiérrez",2015,0.455877989530563,0.131210997700691
7102,"Tuxtla Chico",2010,0.551824986934662,0.0864209979772568
7102,"Tuxtla Chico",2015,0.402455985546112,0.139415994286537
7103,"Tuzantán",2010,0.406479001045227,0.124994002282619
7103,"Tuzantán",2015,0.387299001216888,0.153894007205963
7104,"Tzimol",2010,0.409485995769501,0.12576499581337
7104,"Tzimol",2015,0.376807987689972,0.133647993206978
7105,"Unión Juárez",2010,0.436497002840042,0.119438000023365
7105,"Unión Juárez",2015,0.454645991325378,0.11761499941349
7106,"Venustiano Carranza",2010,0.457949012517929,0.111345000565052
7106,"Venustiano Carranza",2015,0.457406014204025,0.105377003550529
7107,"Villa Corzo",2010,0.437707990407944,0.130642995238304
7107,"Villa Corzo",2015,0.406255006790161,0.126855000853539
7108,"Villaflores",2010,0.4269799888134,0.1389279961586
7108,"Villaflores",2015,0.41720899939537,0.129831999540329
7109,"Yajalón",2010,0.498035997152328,0.0977450013160706
7109,"Yajalón",2015,0.562457025051117,0.0720100030303001
7110,"San Lucas",2010,0.428570002317429,0.0871239975094795
7110,"San Lucas",2015,0.378616005182266,0.124467000365257
7111,"Zinacantán",2010,0.392132014036179,0.11065199971199
7111,"Zinacantán",2015,0.399773985147476,0.109399996697903
7112,"San Juan Cancuc",2010,0.404377996921539,NA
7112,"San Juan Cancuc",2015,0.390284985303879,0.10699799656868
7113,"Aldama",2010,0.343185991048813,NA
7113,"Aldama",2015,0.420682996511459,0.137412995100021
7114,"Benemérito de las Américas",2010,0.419524013996124,0.144297003746033
7114,"Benemérito de las Américas",2015,0.415277004241943,0.104065001010895
7115,"Maravilla Tenejapa",2010,0.393444001674652,0.11201199889183
7115,"Maravilla Tenejapa",2015,0.410741001367569,0.136433005332947
7116,"Marqués de Comillas",2010,0.405176013708115,0.15370699763298
7116,"Marqués de Comillas",2015,0.375889003276825,0.160226002335548
7117,"Montecristo de Guerrero",2010,0.427266985177994,0.131432995200157
7117,"Montecristo de Guerrero",2015,0.383496999740601,0.103049002587795
7118,"San Andrés Duraznal",2010,0.428395003080368,0.127063006162643
7118,"San Andrés Duraznal",2015,0.395866990089417,NA
7119,"Santiago el Pinar",2010,0.346435010433197,NA
7119,"Santiago el Pinar",2015,0.371107995510101,NA
8001,"Ahumada",2010,0.356373012065887,0.180766001343727
8001,"Ahumada",2015,0.356629997491837,0.1526850014925
8002,"Aldama",2010,0.381761997938156,0.164416000247002
8002,"Aldama",2015,0.363676011562347,0.151919007301331
8003,"Allende",2010,0.409873008728027,0.121762998402119
8003,"Allende",2015,0.399643987417221,0.146176993846893
8004,"Aquiles Serdán",2010,0.366100996732712,0.160134002566338
8004,"Aquiles Serdán",2015,0.323013991117477,0.196003004908562
8005,"Ascensión",2010,0.42195200920105,0.140903994441032
8005,"Ascensión",2015,0.392796009778976,0.144203007221222
8006,"Bachíniva",2010,0.388184010982513,0.116778999567032
8006,"Bachíniva",2015,0.367610991001129,0.16193899512291
8007,"Balleza",2010,0.48904100060463,0.0992840006947517
8007,"Balleza",2015,0.496084988117218,0.102711997926235
8008,"Batopilas de Manuel Gómez Morín",2010,0.446680009365082,0.132019996643066
8008,"Batopilas de Manuel Gómez Morín",2015,0.476184010505676,0.0994589999318123
8009,"Bocoyna",2010,0.512466013431549,0.0973900035023689
8009,"Bocoyna",2015,0.453175991773605,0.115524999797344
8010,"Buenaventura",2010,0.410169005393982,0.159559994935989
8010,"Buenaventura",2015,NA,NA
8011,"Camargo",2010,0.408331990242004,0.144951000809669
8011,"Camargo",2015,0.362484008073807,0.164835005998611
8012,"Carichí",2010,0.504905998706818,0.080535002052784
8012,"Carichí",2015,NA,NA
8013,"Casas Grandes",2010,0.413147002458572,0.14198499917984
8013,"Casas Grandes",2015,0.379101991653442,0.168439999222755
8014,"Coronado",2010,0.393516004085541,0.129071995615959
8014,"Coronado",2015,0.347425013780594,0.176058992743492
8015,"Coyame del Sotol",2010,0.402180999517441,0.122720003128052
8015,"Coyame del Sotol",2015,0.364259988069534,0.137618005275726
8016,"La Cruz",2010,0.402242004871368,0.116639003157616
8016,"La Cruz",2015,0.374727010726929,0.155301004648209
8017,"Cuauhtémoc",2010,0.407433986663818,0.14088299870491
8017,"Cuauhtémoc",2015,0.370297998189926,0.154234007000923
8018,"Cusihuiriachi",2010,0.36285400390625,0.140659004449844
8018,"Cusihuiriachi",2015,0.373937994241714,0.186442002654076
8019,"Chihuahua",2010,0.394093006849289,0.132997006177902
8019,"Chihuahua",2015,0.380964010953903,0.141369000077248
8020,"Chínipas",2010,0.446985989809036,0.106757998466492
8020,"Chínipas",2015,0.465065002441406,0.120388999581337
8021,"Delicias",2010,0.385033994913101,0.137123003602028
8021,"Delicias",2015,0.361032009124756,0.158612996339798
8022,"Dr. Belisario Domínguez",2010,0.376812994480133,0.120288997888565
8022,"Dr. Belisario Domínguez",2015,0.365983009338379,0.161194995045662
8023,"Galeana",2010,0.407117992639542,0.126883998513222
8023,"Galeana",2015,0.37560299038887,0.142539992928505
8024,"Santa Isabel",2010,0.401030987501144,0.117138996720314
8024,"Santa Isabel",2015,NA,NA
8025,"Gómez Farías",2010,0.407476007938385,0.141001001000404
8025,"Gómez Farías",2015,0.375690996646881,0.14911299943924
8026,"Gran Morelos",2010,0.381325006484985,0.122412003576756
8026,"Gran Morelos",2015,0.377822011709213,0.152843996882439
8027,"Guachochi",2010,0.582885026931763,0.0742790028452873
8027,"Guachochi",2015,0.509130001068115,0.0927340015769005
8028,"Guadalupe",2010,0.401780992746353,0.155283004045486
8028,"Guadalupe",2015,0.356956005096436,0.160162001848221
8029,"Guadalupe y Calvo",2010,0.493521988391876,0.0838339999318123
8029,"Guadalupe y Calvo",2015,0.511242985725403,0.0849130004644394
8030,"Guazapares",2010,0.510340988636017,0.0831499993801117
8030,"Guazapares",2015,0.441222012042999,0.115799002349377
8031,"Guerrero",2010,0.414586991071701,0.132539004087448
8031,"Guerrero",2015,0.390321999788284,0.153742000460625
8032,"Hidalgo del Parral",2010,0.409440010786057,0.137514993548393
8032,"Hidalgo del Parral",2015,0.381280988454819,0.148680999875069
